autor,texto,likes,fecha,texto_limpio,ubicacion,tokens,sentimiento,probabilidad
@EdwarcarpioEduardo,❤❤❤❤❤❤Hace❤❤❤ días estaba esperando este video y luego viene el otro del CECOT Como salvadoreño estamos viviendo un sueño echo Realidad somos pobres pero vivimos alegres lleno de paz y tranquilidad,0,2026-02-01T15:49:09Z,hace días esperando video luego viene cecot salvadoreño viviendo sueño echo realidad pobres vivimos alegres lleno paz tranquilidad,sin info,"hace,días,esperando,video,luego,viene,cecot,salvadoreño,viviendo,sueño,echo,realidad,pobres,vivimos,alegres,lleno,paz,tranquilidad",positivo,0.814835906028748
@norayasmin7848,"Juan tus videos siempre de alta calidad. Felicidades. Cmo seguidora de la transformacion de este pais me gustaria que hicieras visible las otras areas que se han transformado como los pueblos, carreteras, escuelas, hospitales , agricultura . Es un tema muy amplio, lo se, pero, ese es mi deseo. Ojala que ya que te acercaste a centro america, darse un paseito por esstos lugares tambien.Felicidades",0,2026-02-01T15:49:05Z,juan videos siempre alta calidad felicidades cmo seguidora transformacion pais gustaria hicieras visible areas transformado pueblos carreteras escuelas hospitales agricultura tema amplio deseo ojala acercaste centro america darse paseito esstos lugares tambien felicidades,sin info,"juan,videos,siempre,alta,calidad,felicidades,cmo,seguidora,transformacion,pais,gustaria,hicieras,visible,areas,transformado,pueblos,carreteras,escuelas,hospitales,agricultura,tema,amplio,deseo,ojala,acercaste,centro,america,darse,paseito,esstos,lugares,tambien,felicidades",positivo,0.949297189712524
@miguelazulazul6725,"Para mi que se quede mi presidente BUKELE el tiempo que quiera porque sin ÉL no sabemos que pasara.saludos Juan,gracias por visitarnos.",0,2026-02-01T15:48:55Z,quede presidente bukele tiempo quiera sabemos pasara saludos juan gracias visitarnos,sin info,"quede,presidente,bukele,tiempo,quiera,sabemos,pasara,saludos,juan,gracias,visitarnos",positivo,0.757666051387787
@addaespinoza4914,"Juanita a través tuyo mil bendiciones a la linda dama que te acompaña y al Pueblo de El Salvador que pongan muchas ganas, esfuerzo y educación serán el orgullo de la Región.",0,2026-02-01T15:48:19Z,juanita través mil bendiciones linda dama acompaña pueblo salvador pongan muchas ganas esfuerzo educación orgullo región,El Salvador,"juanita,través,mil,bendiciones,linda,dama,acompaña,pueblo,salvador,pongan,muchas,ganas,esfuerzo,educación,orgullo,región",positivo,0.967691421508789
@EscritoEsta1,"00:22:25 @PlanetaJuan  no se ha encarcelado a los “pandilleros” así porque sí. Son personas que ya tenían antecedentes y/o muestras de afiliación (tatuajes que antes, a pena de muerte, no podías andar solo porque sí). Una vez encarcelados (aún no condenados), se les hace un proceso de investigación y juicio, y es así como llegan al CECOT. No es que a la primera se los lleven al CECOT.
Las organizaciones internacionales dicen lo que a sus intereses les conviene. Debiste haber investigado con las personas que viven el proceso, no solo con el salvadoreño promedio, sino también con los mismos presos. Pregunta a 100 presos: ¿eres inocente?, ¿te han encarcelado injustamente? Ahí ya podrías tener una muestra de la realidad.",0,2026-02-01T15:47:58Z,planetajuan encarcelado pandilleros así personas antecedentes muestras afiliación tatuajes pena muerte podías andar solo vez encarcelados aún condenados hace proceso investigación juicio así llegan cecot primera lleven cecot organizaciones internacionales dicen intereses conviene debiste haber investigado personas viven proceso solo salvadoreño promedio sino mismos presos pregunta 100 presos inocente encarcelado injustamente ahí podrías tener muestra realidad,sin info,"planetajuan,encarcelado,pandilleros,así,personas,antecedentes,muestras,afiliación,tatuajes,pena,muerte,podías,andar,solo,vez,encarcelados,aún,condenados,hace,proceso,investigación,juicio,así,llegan,cecot,primera,lleven,cecot,organizaciones,internacionales,dicen,intereses,conviene,debiste,haber,investigado,personas,viven,proceso,solo,salvadoreño,promedio,sino,mismos,presos,pregunta,100,presos,inocente,encarcelado,injustamente,ahí,podrías,tener,muestra,realidad",negativo,0.614960491657257
@danielrodriguez7710,tremendo video juan,0,2026-02-01T15:47:14Z,tremendo video juan,sin info,"tremendo,video,juan",positivo,0.803180336952209
@estebanduaran5730,"Bienvenido amigo!!! Ya decía, en algún momento vendrá a conocer el pulgarcito de El Salvador. Que te la pases bien.",0,2026-02-01T15:47:04Z,bienvenido amigo decía algún momento vendrá conocer pulgarcito salvador pases bien,El Salvador,"bienvenido,amigo,decía,algún,momento,vendrá,conocer,pulgarcito,salvador,pases,bien",positivo,0.944453656673431
@gabriel_olivera94,Un buen Domingo se empieza mejor con los videos de Planeta Juan !!😃,0,2026-02-01T15:47:00Z,buen domingo empieza mejor videos planeta juan,sin info,"buen,domingo,empieza,mejor,videos,planeta,juan",positivo,0.962706565856934
@soniacastro3699,"Como mi familia y yo no hacemos nada malo en contra de nuestra sociedad lejos de eso se contribuye a mejorarla y aportando  ,lo que paguen los demas por sus actos a cambio de vivir en una mejor sociedad no me interesa , pesé a quien le pesé .",0,2026-02-01T15:46:40Z,familia hacemos malo sociedad lejos contribuye mejorarla aportando paguen demas actos cambio vivir mejor sociedad interesa pesé pesé,sin info,"familia,hacemos,malo,sociedad,lejos,contribuye,mejorarla,aportando,paguen,demas,actos,cambio,vivir,mejor,sociedad,interesa,pesé,pesé",negativo,0.469064563512802
@JulioPG-20,Se aprecia Paz y tranquilidad de sus ciudadanos a travez de la pantalla,1,2026-02-01T15:46:33Z,aprecia paz tranquilidad ciudadanos travez pantalla,sin info,"aprecia,paz,tranquilidad,ciudadanos,travez,pantalla",positivo,0.822871923446655
@MagoTenor,"Juan, eres un profesional ecuánime y muy idóneo. Disfruto mucho tus vídeos. Por cierto, uno de los mejores (para mi, el mejor lejos) en tu rubro en lengua española. ¡Saludos desde Argentina!",1,2026-02-01T15:46:27Z,juan profesional ecuánime idóneo disfruto vídeos cierto mejores mejor lejos rubro lengua española saludos argentina,Argentina,"juan,profesional,ecuánime,idóneo,disfruto,vídeos,cierto,mejores,mejor,lejos,rubro,lengua,española,saludos,argentina",positivo,0.978748559951782
@CrislezC,Puro cine 🎥,0,2026-02-01T15:45:56Z,puro cine,sin info,"puro,cine",neutro,0.637054562568665
@addaespinoza4914,"Se ve una ciudad muy limpia y con Libertad, todos necesitamos un Señor Bukele, hablan de derechos humanos de esos pandilleros Y DONDE ESTUVIERON LOS DERECHOS HUMANOS DURANTE 20 AÑOS PARA LAS VÍCTIMAS ???",0,2026-02-01T15:45:43Z,ciudad limpia libertad necesitamos señor bukele hablan derechos humanos pandilleros derechos humanos años víctimas,Libertad,"ciudad,limpia,libertad,necesitamos,señor,bukele,hablan,derechos,humanos,pandilleros,derechos,humanos,años,víctimas",positivo,0.342780262231827
@PaulOspinaMusic,Minuto 9:00 dos objetos similares a ovnis,5,2026-02-01T15:45:43Z,minuto dos objetos similares ovnis,sin info,"minuto,dos,objetos,similares,ovnis",neutro,0.660893201828003
@Rafah-Ortiz,Que afortunados somos de haber nacido en America. Bienvenido a El Salvador!! 🌎🇸🇻🇨🇴,5,2026-02-01T15:45:42Z,afortunados haber nacido america bienvenido salvador,El Salvador,"afortunados,haber,nacido,america,bienvenido,salvador",positivo,0.640275955200195
@pcgamer0080,"La democracia no siempre es buena, no se si bukele es un dictador o no .. pero se ve a simple vista que a hecho lo mejor para el salvador ..",0,2026-02-01T15:45:09Z,democracia siempre buena bukele dictador simple vista hecho mejor salvador,sin info,"democracia,siempre,buena,bukele,dictador,simple,vista,hecho,mejor,salvador",neutro,0.489096581935883
@sandragallardo6927,"Gracias a a Dios y al Presidente Bukele El Salvador es otro país . 
Ahora es ejemplo a seguir 
Un país seguro 
Un país Renaciendo 
Dios Bendiga a todos los salvadoreños de bien",12,2026-02-01T15:44:54Z,gracias dios presidente bukele salvador país ahora ejemplo seguir país seguro país renaciendo dios bendiga salvadoreños bien,El Salvador,"gracias,dios,presidente,bukele,salvador,país,ahora,ejemplo,seguir,país,seguro,país,renaciendo,dios,bendiga,salvadoreños,bien",positivo,0.933725535869598
@IvanGajardoIrribara,"Saludos desde Chile, yo que crecí bajo el régimen del General Pinochet, teníamos mucha seguridad a cambio de la perdida de ciertas libertades individuales como andar tarde por la noche, festejando, hoy por hoy en Chile hay mucha inseguridad, mucha delincuencia y sobre todo mucha falta de civismo, hechamos mucho de menos aquellas épocas, bajo los militares y la mentada democracia ha sido una completa desepcion. Perdón por extenderme tanto, saludos.",1,2026-02-01T15:44:49Z,saludos chile crecí bajo régimen general pinochet mucha seguridad cambio perdida ciertas libertades individuales andar tarde noche festejando hoy hoy chile mucha inseguridad mucha delincuencia mucha falta civismo hechamos menos aquellas épocas bajo militares mentada democracia sido completa desepcion perdón extenderme saludos,Chile,"saludos,chile,crecí,bajo,régimen,general,pinochet,mucha,seguridad,cambio,perdida,ciertas,libertades,individuales,andar,tarde,noche,festejando,hoy,hoy,chile,mucha,inseguridad,mucha,delincuencia,mucha,falta,civismo,hechamos,menos,aquellas,épocas,bajo,militares,mentada,democracia,sido,completa,desepcion,perdón,extenderme,saludos",negativo,0.974664509296417
@ArmandoSolorzano-d2k,"Juan Nuestro país vivió mucho, sufrió mucho y cualquier precio de la transformación es poco comparado con los que pagamos porque no hay algo más valioso que la vida de una persona y más valioso si es una vida de un buen ciudadano, y ya la delincuencia nos robó muchas vidas. Sólo quienes  vivimos esas épocas valoramos sin juzgar lo que hoy tenemos y pues nadie está en el CECOT sin un proceso que demuestre su culpabilidad. Saludos",0,2026-02-01T15:44:29Z,juan país vivió sufrió cualquier precio transformación comparado pagamos valioso vida persona valioso vida buen ciudadano delincuencia robó muchas vidas sólo vivimos épocas valoramos juzgar hoy pues nadie cecot proceso demuestre culpabilidad saludos,sin info,"juan,país,vivió,sufrió,cualquier,precio,transformación,comparado,pagamos,valioso,vida,persona,valioso,vida,buen,ciudadano,delincuencia,robó,muchas,vidas,sólo,vivimos,épocas,valoramos,juzgar,hoy,pues,nadie,cecot,proceso,demuestre,culpabilidad,saludos",negativo,0.912516057491302
@LuisaFuster,Me sorprende lo que un solo hombre con voluntad puede hacer a todo un pueblo tenemos dos ejemplos claros Nayib Bukele en el salvador con un cambio positivo y vemos en otro extremo los presidentes de países como cuba y Venezuela que hundieron países prósperos en la miseria mientras Nayib lo salva de la criminalidad y renace un país gracias a él siendo un modelo mundial. Tomemos conciencia a la hora de elegir nuestros dirigentes,0,2026-02-01T15:43:38Z,sorprende solo hombre voluntad puede hacer pueblo dos ejemplos claros nayib bukele salvador cambio positivo vemos extremo presidentes países cuba venezuela hundieron países prósperos miseria mientras nayib salva criminalidad renace país gracias siendo modelo mundial tomemos conciencia hora elegir dirigentes,Venezuela,"sorprende,solo,hombre,voluntad,puede,hacer,pueblo,dos,ejemplos,claros,nayib,bukele,salvador,cambio,positivo,vemos,extremo,presidentes,países,cuba,venezuela,hundieron,países,prósperos,miseria,mientras,nayib,salva,criminalidad,renace,país,gracias,siendo,modelo,mundial,tomemos,conciencia,hora,elegir,dirigentes",positivo,0.639264166355133
@enero2184,"Vas a visitar algún barrio pobre?
O sólo lo bonito de la ciudad
Siempre te veo porque muestras la realidad, espero que aquí no sea la excepción.
Además observo que durante el vídeo había mucha vigilancia de militares o policía.
Saludos",0,2026-02-01T15:43:07Z,vas visitar algún barrio pobre sólo bonito ciudad siempre veo muestras realidad espero aquí excepción además observo vídeo mucha vigilancia militares policía saludos,sin info,"vas,visitar,algún,barrio,pobre,sólo,bonito,ciudad,siempre,veo,muestras,realidad,espero,aquí,excepción,además,observo,vídeo,mucha,vigilancia,militares,policía,saludos",neutro,0.621732890605927
@germanruiz8949,Desde Colombia un gran saludo yo prefiero un bukele  a un drogoterrorista  asesinos y masacradores y narcoguerrillas eso tubo el salvador,0,2026-02-01T15:42:59Z,colombia gran saludo prefiero bukele drogoterrorista asesinos masacradores narcoguerrillas tubo salvador,sin info,"colombia,gran,saludo,prefiero,bukele,drogoterrorista,asesinos,masacradores,narcoguerrillas,tubo,salvador",negativo,0.817134022712708
@caminantenocturno3042,"Gracias planeta Juan por venir a El Salvador 
Te sigo desde hace años",0,2026-02-01T15:42:59Z,gracias planeta juan venir salvador sigo hace años,El Salvador,"gracias,planeta,juan,venir,salvador,sigo,hace,años",positivo,0.959024369716644
@inessofiasaenz,El mejor presidente ❤,0,2026-02-01T15:42:53Z,mejor presidente,sin info,"mejor,presidente",positivo,0.893006086349487
@luisescobar9547,Juan si el presidente quisira se puede quedar para cienpre y gracias por llegar al El Salvador 🎉❤,0,2026-02-01T15:42:49Z,juan presidente quisira puede quedar cienpre gracias llegar salvador,El Salvador,"juan,presidente,quisira,puede,quedar,cienpre,gracias,llegar,salvador",positivo,0.893386125564575
@ElvisluisA.A,"Quién mas quiere a Bukele como presidente en su pais mi gente,  yo si. 🇬🇹🙏👍 Feliz domingo para tod@s y para el mejor youtuber del mundo entero,  planeta Juán.  👋",5,2026-02-01T15:42:26Z,quién mas quiere bukele presidente pais gente feliz domingo tod mejor youtuber mundo entero planeta juán,sin info,"quién,mas,quiere,bukele,presidente,pais,gente,feliz,domingo,tod,mejor,youtuber,mundo,entero,planeta,juán",neutro,0.623580515384674
@gabyvalverdearaya5670,"Yo quiero un Bukele, para mi COSTA RICA... Ñ🇨🇷🇨🇷🇨🇷🇨🇷",0,2026-02-01T15:42:03Z,quiero bukele costa rica,sin info,"quiero,bukele,costa,rica",neutro,0.69912189245224
@JoséLuisMora-q8k,Te saludo desde este hermoso país. Lastima que no salgo de casa para que tal vez te encuentre en las calles. Espero que te gusten mucho las pupilas,0,2026-02-01T15:42:00Z,saludo hermoso país lastima salgo casa tal vez encuentre calles espero gusten pupilas,sin info,"saludo,hermoso,país,lastima,salgo,casa,tal,vez,encuentre,calles,espero,gusten,pupilas",positivo,0.860976457595825
@StebanGaspar,oshhh pero que cambio tan brutal y que chimba de documental,0,2026-02-01T15:41:48Z,oshhh cambio tan brutal chimba documental,sin info,"oshhh,cambio,tan,brutal,chimba,documental",positivo,0.968915164470673
@marilynebert4983,"No por 40 años, por mas, sufrimos sufrimos por 30 casi 40 una guerra civil hasta los 90 y luego llegaron las pandillas hasta hace unos años. La independencia fue en 1821. Yo respondo la pregunta de mi manera, cual es el verdadero precio de la paz: el valorar que despues de todas las tragedias que hemos vivido, estamos aprendiendo a sentir y a valorar lo que es vivir sin temores ni miedos. No hay terror al dia a dia de poder morir en una guerra, no hay temor a morir en manos de pandilleros",0,2026-02-01T15:41:45Z,años mas sufrimos sufrimos casi guerra civil luego llegaron pandillas hace años independencia 1821 respondo pregunta manera verdadero precio paz valorar despues todas tragedias vivido aprendiendo sentir valorar vivir temores miedos terror dia dia poder morir guerra temor morir manos pandilleros,sin info,"años,mas,sufrimos,sufrimos,casi,guerra,civil,luego,llegaron,pandillas,hace,años,independencia,1821,respondo,pregunta,manera,verdadero,precio,paz,valorar,despues,todas,tragedias,vivido,aprendiendo,sentir,valorar,vivir,temores,miedos,terror,dia,dia,poder,morir,guerra,temor,morir,manos,pandilleros",neutro,0.497975587844849
@BTOSCOFIELD,"Claro, Nayib Bukele es “el mejor presidente”…
reelección inconstitucional, más de 80 000 presos sin juicio, cientos muertos en cárceles, represión de prensa y ONG’s, Congreso militarizado para presionar diputados y un país endeudado hasta el cuello.

Pero hey, todo bien mientras bajen los homicidios, ¿no?
Derechos, democracia y deuda impagable ya si eso luego se ve.

Popular no es sinónimo buen presidente.",1,2026-02-01T15:41:28Z,claro nayib bukele mejor presidente reelección inconstitucional 000 presos juicio cientos muertos cárceles represión prensa ong congreso militarizado presionar diputados país endeudado cuello hey bien mientras bajen homicidios derechos democracia deuda impagable luego popular sinónimo buen presidente,sin info,"claro,nayib,bukele,mejor,presidente,reelección,inconstitucional,000,presos,juicio,cientos,muertos,cárceles,represión,prensa,ong,congreso,militarizado,presionar,diputados,país,endeudado,cuello,hey,bien,mientras,bajen,homicidios,derechos,democracia,deuda,impagable,luego,popular,sinónimo,buen,presidente",negativo,0.919444620609283
@karenflores6717,La compatriota que no quizo responder la pregunta de cual es el precio q ha tenido que pagar la gente por la paz q hoy se respira SABE que si habla en un medio como este corre el peligro de que el gobierno se invente un delito y la lleven presa. Si ese es el precio CALLAR las injusticias hacia el salvadoreño horrado sin derecho a defensa.,0,2026-02-01T15:41:01Z,compatriota quizo responder pregunta precio pagar gente paz hoy respira sabe habla medio corre peligro gobierno invente delito lleven presa precio callar injusticias hacia salvadoreño horrado derecho defensa,sin info,"compatriota,quizo,responder,pregunta,precio,pagar,gente,paz,hoy,respira,sabe,habla,medio,corre,peligro,gobierno,invente,delito,lleven,presa,precio,callar,injusticias,hacia,salvadoreño,horrado,derecho,defensa",negativo,0.965081691741943
@JoseSer123,INVERTIR EN TURISMO . ES EL DINERO QUE MÁS FACIL INGRESA AL PAIS,1,2026-02-01T15:41:00Z,invertir turismo dinero facil ingresa pais,sin info,"invertir,turismo,dinero,facil,ingresa,pais",positivo,0.490820437669754
@DelmyCarranza-l8z,Ya fuo a buscar a Brenda la viajera 😊,0,2026-02-01T15:40:55Z,fuo buscar brenda viajera,sin info,"fuo,buscar,brenda,viajera",positivo,0.823271334171295
@luzmarin8443,"Cuales derechos humanos? Esos pandilleros no son humanos, son portales orgánicos,  zombies, monstruos creados para hacer el mal en contra de la raza humana",0,2026-02-01T15:40:54Z,cuales derechos humanos pandilleros humanos portales orgánicos zombies monstruos creados hacer mal raza humana,sin info,"cuales,derechos,humanos,pandilleros,humanos,portales,orgánicos,zombies,monstruos,creados,hacer,mal,raza,humana",negativo,0.957054674625397
@barcafutbol,"Por fin, esperaba un video de mi país.",1,2026-02-01T15:40:48Z,fin esperaba video país,sin info,"fin,esperaba,video,país",positivo,0.653843104839325
@twinpa2858,❤,0,2026-02-01T15:40:31Z,,sin info,,positivo,0.498000353574753
@gilmaaguirre1626,Tengo 76 años Y 8 de vivir en Texas y también conozco muy bien la historia de mi tierra y ahora me siento muy orgulloso  de mi presidente Bukele estoy muy convencido de los logros y cambios que ha realizado el actual gobierno,4,2026-02-01T15:40:25Z,años vivir texas conozco bien historia tierra ahora siento orgulloso presidente bukele convencido logros cambios realizado actual gobierno,Texas,"años,vivir,texas,conozco,bien,historia,tierra,ahora,siento,orgulloso,presidente,bukele,convencido,logros,cambios,realizado,actual,gobierno",positivo,0.949627876281738
@juanCarlos-rm8rm,"La seguridad es buena, pero estan siendo gobernados por un dictador, que aún no supera la extrema pobreza que padece su pueblo",0,2026-02-01T15:40:22Z,seguridad buena estan siendo gobernados dictador aún supera extrema pobreza padece pueblo,sin info,"seguridad,buena,estan,siendo,gobernados,dictador,aún,supera,extrema,pobreza,padece,pueblo",negativo,0.978954017162323
@patriciarivera5871,"Todo tiene una forma y un fondo.
La forma esta cambiando rápidamente.
Y aunque parte del fondo ya está encaminado, como es la seguridad y la educación, aún le falta un poco más en el aspecto económico , hay desempleo, costo alto de vida y cubrir salud.
Nada es gratis y deberá educarse a la población con el pago de impuestos, porque la seguridad, orden y limpieza tienen un costo. Y estos países no están acostumbrados a pagar por eso.",0,2026-02-01T15:40:20Z,forma fondo forma cambiando rápidamente aunque parte fondo encaminado seguridad educación aún falta aspecto económico desempleo costo alto vida cubrir salud gratis deberá educarse población pago impuestos seguridad orden limpieza costo países acostumbrados pagar,sin info,"forma,fondo,forma,cambiando,rápidamente,aunque,parte,fondo,encaminado,seguridad,educación,aún,falta,aspecto,económico,desempleo,costo,alto,vida,cubrir,salud,gratis,deberá,educarse,población,pago,impuestos,seguridad,orden,limpieza,costo,países,acostumbrados,pagar",negativo,0.862264573574066
@AOPOVS,"El precio de la paz es el que tenga que ser, con tal que los delincuentes esten presos o muertos eso es el precio, al dia de hoy los salvadoreños pueden vivir tranquilos gracias a que se dejaron de respetar los derechos humanos de aquellos de los que violaban los de los otros.",0,2026-02-01T15:40:16Z,precio paz ser tal delincuentes esten presos muertos precio dia hoy salvadoreños pueden vivir tranquilos gracias dejaron respetar derechos humanos aquellos violaban,sin info,"precio,paz,ser,tal,delincuentes,esten,presos,muertos,precio,dia,hoy,salvadoreños,pueden,vivir,tranquilos,gracias,dejaron,respetar,derechos,humanos,aquellos,violaban",negativo,0.517799377441406
@DjrockJapo,"Es triste que para haber controlado el crimen y la corrupción en un país tan hermoso, haya que haberle abierto la puerta al fascismo y neoliberalismo. Espero que los sacrificios humanos sirvan para que el salvador jamás vuelva a caer en la decadencia del crimen y las drogas",0,2026-02-01T15:40:10Z,triste haber controlado crimen corrupción país tan hermoso haberle abierto puerta fascismo neoliberalismo espero sacrificios humanos sirvan salvador jamás vuelva caer decadencia crimen drogas,sin info,"triste,haber,controlado,crimen,corrupción,país,tan,hermoso,haberle,abierto,puerta,fascismo,neoliberalismo,espero,sacrificios,humanos,sirvan,salvador,jamás,vuelva,caer,decadencia,crimen,drogas",negativo,0.977949559688568
@marioernesto8345,"Es una lástima que la mayoría de youtuberos salvadoreños tiene escasa formación intelectual y no puede analizar e interpretar un problema social. Bienvenido Juan a El Salvador, estaba esperando este video.
Y la verdad, existe esa incertidumbre en la conciencia colectiva qué pasará cuando Bukele se vaya. Espero que para esa época estemos lo suficientemente fuertes como para caminar solos.",0,2026-02-01T15:39:44Z,lástima mayoría youtuberos salvadoreños escasa formación intelectual puede analizar interpretar problema social bienvenido juan salvador esperando video verdad existe incertidumbre conciencia colectiva pasará bukele vaya espero época suficientemente fuertes caminar solos,El Salvador,"lástima,mayoría,youtuberos,salvadoreños,escasa,formación,intelectual,puede,analizar,interpretar,problema,social,bienvenido,juan,salvador,esperando,video,verdad,existe,incertidumbre,conciencia,colectiva,pasará,bukele,vaya,espero,época,suficientemente,fuertes,caminar,solos",negativo,0.962674736976624
@oscarmoreno4034,"Que Crack eres Juan. El mejor creador de contenido. Saludos desde Santafe de Bogotá, tu ciudad.",1,2026-02-01T15:39:04Z,crack juan mejor creador contenido saludos santafe bogotá ciudad,sin info,"crack,juan,mejor,creador,contenido,saludos,santafe,bogotá,ciudad",positivo,0.970223069190979
@WilfredoEnriqueLandaverdeOrell,"Excelente reportaje, nomas que la independencia fue en 1821.. ya van mas de 200 años",0,2026-02-01T15:38:53Z,excelente reportaje nomas independencia 1821 van mas 200 años,sin info,"excelente,reportaje,nomas,independencia,1821,van,mas,200,años",positivo,0.52222728729248
@T0berius,"La gente del Salvador es la que va a decidir.
[spoiler alert] no creo que el pueblo salvadoreño quiera vuelver al pasado.",0,2026-02-01T15:38:50Z,gente salvador decidir spoiler alert creo pueblo salvadoreño quiera vuelver pasado,El Salvador,"gente,salvador,decidir,spoiler,alert,creo,pueblo,salvadoreño,quiera,vuelver,pasado",neutro,0.589663803577423
@Aitan-s2b,Espereba estos vídeos El Salvador le da la bienvenida caballero que placer tenerlo en nuestro país !!!!!,0,2026-02-01T15:38:23Z,espereba vídeos salvador bienvenida caballero placer tenerlo país,El Salvador,"espereba,vídeos,salvador,bienvenida,caballero,placer,tenerlo,país",positivo,0.970031142234802
@MarioLopez-ky5ld,Yo te contesto no hay ningún precio El Salvador tiene un presidente que no tiene ambición al dinero y eso es loque cambia todo,0,2026-02-01T15:38:08Z,contesto ningún precio salvador presidente ambición dinero loque cambia,El Salvador,"contesto,ningún,precio,salvador,presidente,ambición,dinero,loque,cambia",positivo,0.48449045419693
@HectorLopez-jw2ke,"Para los Salvadoreños traten de no endeudarse, controlen el gasto público.",0,2026-02-01T15:37:49Z,salvadoreños traten endeudarse controlen gasto público,sin info,"salvadoreños,traten,endeudarse,controlen,gasto,público",neutro,0.630206763744354
@eterno79sv,EL PRECIO FUE CLAVARCE D POR VIDA A LOS PANDILLEROS Y QUE LAS NANAS QUE NO SUPIERON EDUCARLOS VIVAN MURMURANDO.,0,2026-02-01T15:37:36Z,precio clavarce vida pandilleros nanas supieron educarlos vivan murmurando,sin info,"precio,clavarce,vida,pandilleros,nanas,supieron,educarlos,vivan,murmurando",negativo,0.958521008491516
@soundpilon4511,Caminas el centro. Anda a las afueras y verás como la gente se muere de hambre,0,2026-02-01T15:37:16Z,caminas centro anda afueras verás gente muere hambre,Anda,"caminas,centro,anda,afueras,verás,gente,muere,hambre",negativo,0.508770883083344
@mpradodiaz,"Todo cambio radical tiene sus daños colaterales, claramente los pro son más que los contra,  que pasará en el futuro? No es un problema de Bukele sino de los salvadoreños 😊  saludos desde Chile 🇨🇱",0,2026-02-01T15:37:03Z,cambio radical daños colaterales claramente pro pasará futuro problema bukele sino salvadoreños saludos chile,Chile,"cambio,radical,daños,colaterales,claramente,pro,pasará,futuro,problema,bukele,sino,salvadoreños,saludos,chile",neutro,0.633085429668427
@ruthreyes7579,Esperando un video como siempre pero no me imaginé sería de mi país 😍🥺🥺 se ve muy bonito el cambio 10 años fuera ojalá un día pueda regresar.,0,2026-02-01T15:36:58Z,esperando video siempre imaginé país bonito cambio años ojalá día pueda regresar,sin info,"esperando,video,siempre,imaginé,país,bonito,cambio,años,ojalá,día,pueda,regresar",positivo,0.619286000728607
@Pistachas,Te amo mi juan❤❤,0,2026-02-01T15:36:47Z,amo juan,sin info,"amo,juan",positivo,0.894712686538696
@robinfuentes3852,El mas (pelotudo )🥚🥚de Latino America se llama Bukele viste 💯👏💪💪😎🇸🇻🇸🇻,0,2026-02-01T15:36:31Z,mas pelotudo latino america llama bukele viste,sin info,"mas,pelotudo,latino,america,llama,bukele,viste",neutro,0.670334279537201
@HectorLopez-jw2ke,En Argentina con solo no dejar salir a los que la policía atrapa y son criminales se avanzaría mucho. Obvio con juicio. Ya que los ladrones salen antes que el que denuncia. A mi me paso que en mi trabajo hurtaron algo (lo escondieron en la ropa). Ellas salieron a las 3 de la tarde y yo fui de testigo y eran las 9 de la noche.,0,2026-02-01T15:36:26Z,argentina solo dejar salir policía atrapa criminales avanzaría obvio juicio ladrones salen denuncia paso trabajo hurtaron escondieron ropa salieron tarde testigo noche,sin info,"argentina,solo,dejar,salir,policía,atrapa,criminales,avanzaría,obvio,juicio,ladrones,salen,denuncia,paso,trabajo,hurtaron,escondieron,ropa,salieron,tarde,testigo,noche",neutro,0.514128386974335
@caifasark6694,Np he visto el video pero si se asesoro con la misma agencia con la que vino a chile...se viene  critica y mas criticas,0,2026-02-01T15:36:26Z,visto video asesoro misma agencia vino chile viene critica mas criticas,sin info,"visto,video,asesoro,misma,agencia,vino,chile,viene,critica,mas,criticas",negativo,0.702732861042023
@sandrapadilla2478,Oh my God!!!!❤,1,2026-02-01T15:36:23Z,god,sin info,god,positivo,0.446654289960861
@magnoliagutierrez7747,"Excelente video, muy feliz por el cambio que tuvo El Salvador, sería bueno que visitaras también Nicaragua Belice para conocer otros países de Centroamérica",2,2026-02-01T15:35:56Z,excelente video feliz cambio salvador bueno visitaras nicaragua belice conocer países centroamérica,El Salvador,"excelente,video,feliz,cambio,salvador,bueno,visitaras,nicaragua,belice,conocer,países,centroamérica",positivo,0.979077875614166
@edgarwilfredofloresmolina1811,"Ella no vivió la guerra desde los 80s pero sufrieron las pandillas y eso fue peor que la guerra 😢.
Saludos desde California Juanito 😊que disfrutes nuestro bello país",4,2026-02-01T15:35:52Z,vivió guerra 80s sufrieron pandillas peor guerra saludos california juanito disfrutes bello país,sin info,"vivió,guerra,80s,sufrieron,pandillas,peor,guerra,saludos,california,juanito,disfrutes,bello,país",neutro,0.473789274692535
@adrianaguerrero3590,"Gran cambio y se nota lo seguro, bonito u organizado 🎉",5,2026-02-01T15:35:44Z,gran cambio nota seguro bonito organizado,sin info,"gran,cambio,nota,seguro,bonito,organizado",positivo,0.964011013507843
@soundpilon4511,Se van a fundir económicamente,1,2026-02-01T15:35:42Z,van fundir económicamente,sin info,"van,fundir,económicamente",negativo,0.920988857746124
@albairismartinez3216,😢que tristeza que no lo pude conocer en persona 😪,1,2026-02-01T15:35:42Z,tristeza pude conocer persona,sin info,"tristeza,pude,conocer,persona",negativo,0.944514811038971
